latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
19.00765,-104.25642,304.23,0.7,0.75,1/11/2023,928,1,VIIRS,n,2.0NRT,291.09,1.15,N
17.20979,-96.78957,339.83,0.45,0.63,1/11/2023,1857,1,VIIRS,n,2.0NRT,297.33,4.07,D
19.25014,-98.37618,367,0.52,0.67,1/11/2023,1900,1,VIIRS,h,2.0NRT,299.59,9.74,D
17.22435,-100.41621,344.36,0.47,0.64,1/11/2023,2040,1,VIIRS,n,2.0NRT,295.38,6.17,D
19.18155,-96.23671,340.63,0.61,0.53,1/12/2023,728,1,VIIRS,n,2.0NRT,289.76,8.96,N
17.93562,-102.20423,318.25,0.73,0.76,1/12/2023,730,1,VIIRS,n,2.0NRT,291.72,3.54,N
22.04713,-98.87495,304.77,0.65,0.73,1/12/2023,909,1,VIIRS,n,2.0NRT,288.66,2.63,N
17.92962,-102.20075,308.38,0.49,0.65,1/12/2023,911,1,VIIRS,n,2.0NRT,291.62,1.15,N
18.50591,-96.14399,337.31,0.78,0.78,1/12/2023,1840,1,VIIRS,n,2.0NRT,291.26,7.96,D
17.15587,-100.3894,338.62,0.45,0.47,1/12/2023,2021,1,VIIRS,n,2.0NRT,303.28,5.27,D
19.8192,-104.07813,334.24,0.46,0.39,1/12/2023,2023,1,VIIRS,l,2.0NRT,304.73,5.46,D
18.50631,-96.14715,306.81,0.61,0.71,1/13/2023,709,1,VIIRS,n,2.0NRT,286.87,2.42,N
18.50952,-96.14243,304.14,0.58,0.7,1/13/2023,849,1,VIIRS,n,2.0NRT,286.34,4.97,N
18.94336,-102.08633,300.39,0.47,0.48,1/13/2023,852,1,VIIRS,n,2.0NRT,288.9,0.51,N
17.02828,-100.09898,335.42,0.41,0.37,1/13/2023,2001,1,VIIRS,n,2.0NRT,306.01,11.76,D
22.47323,-105.41736,337.59,0.42,0.38,1/13/2023,2004,1,VIIRS,n,2.0NRT,307.55,3.77,D
17.52914,-98.84058,296.82,0.4,0.44,1/14/2023,832,1,VIIRS,n,2.0NRT,280.94,0.78,N
17.01457,-97.92355,331.26,0.39,0.36,1/14/2023,1942,1,VIIRS,n,2.0NRT,299.39,2.11,D
18.60979,-99.30649,333.46,0.41,0.37,1/14/2023,1944,1,VIIRS,l,2.0NRT,307.15,4.46,D
20.46245,-97.5464,297.25,0.39,0.37,1/15/2023,811,1,VIIRS,n,2.0NRT,284.4,0.42,N
17.22114,-100.64756,303.47,0.39,0.36,1/15/2023,813,1,VIIRS,n,2.0NRT,292.37,0.34,N
17.02258,-96.77572,328.64,0.53,0.42,1/15/2023,1923,1,VIIRS,l,2.0NRT,303.56,1.33,D
20.63597,-103.76842,356.1,0.42,0.61,1/15/2023,1925,1,VIIRS,n,2.0NRT,308.83,10.88,D
20.58124,-103.91554,342.62,0.78,0.78,1/15/2023,2105,1,VIIRS,n,2.0NRT,296.52,13.2,D
17.92888,-102.20379,306.48,0.55,0.51,1/16/2023,754,1,VIIRS,n,2.0NRT,292.52,3.67,N
17.97562,-96.09691,327.19,0.61,0.54,1/16/2023,1904,1,VIIRS,n,2.0NRT,300.26,4.45,D
18.37564,-98.54223,331.05,0.44,0.62,1/16/2023,1906,1,VIIRS,n,2.0NRT,302.05,2.31,D
18.51014,-98.71255,341.98,0.8,0.78,1/16/2023,2046,1,VIIRS,n,2.0NRT,298.23,5.58,D
17.9364,-102.21658,301.05,0.57,0.69,1/17/2023,735,1,VIIRS,n,2.0NRT,289.2,1.46,N
18.50824,-96.14388,311.98,0.46,0.47,1/17/2023,737,1,VIIRS,n,2.0NRT,293.35,13.27,N
22.46233,-99.2781,295.41,0.76,0.77,1/17/2023,913,1,VIIRS,n,2.0NRT,282.58,0.99,N
18.98314,-103.87339,297.15,0.46,0.64,1/17/2023,915,1,VIIRS,n,2.0NRT,284.43,0.92,N
18.03209,-95.76276,348.03,0.6,0.7,1/17/2023,1847,1,VIIRS,n,2.0NRT,277.03,14.77,D
21.6035,-98.43675,332.75,0.74,0.76,1/17/2023,1849,1,VIIRS,n,2.0NRT,297.57,3.75,D
17.39294,-100.5761,337.31,0.56,0.52,1/17/2023,2025,1,VIIRS,n,2.0NRT,290.55,6.42,D
18.57213,-103.57587,331.11,0.57,0.43,1/17/2023,2027,1,VIIRS,n,2.0NRT,301.22,4.21,D
17.04046,-95.48576,304.96,0.41,0.61,1/18/2023,716,1,VIIRS,n,2.0NRT,293.01,0.9,N
19.17785,-96.24055,305.24,0.7,0.75,1/18/2023,856,1,VIIRS,n,2.0NRT,289.38,2.47,N
17.92878,-102.2062,338.8,0.61,0.53,1/18/2023,858,1,VIIRS,n,2.0NRT,292.97,7.32,N
17.03555,-99.92111,332.97,0.47,0.4,1/18/2023,2008,1,VIIRS,n,2.0NRT,300.15,11.98,D
21.72582,-104.00112,336.87,0.39,0.36,1/18/2023,2010,1,VIIRS,n,2.0NRT,296.78,5.47,D
17.90037,-100.63109,303.79,0.38,0.44,1/19/2023,837,1,VIIRS,n,2.0NRT,288.32,0.75,N
17.12951,-100.36922,346.02,0.41,0.37,1/19/2023,1949,1,VIIRS,n,2.0NRT,302.43,8.48,D
17.75308,-98.56207,335.48,0.38,0.36,1/19/2023,1951,1,VIIRS,l,2.0NRT,309.65,22.17,D
21.99044,-100.77666,304.13,0.39,0.36,1/20/2023,817,1,VIIRS,n,2.0NRT,275.56,0.78,N
17.9311,-102.20698,315.78,0.4,0.37,1/20/2023,820,1,VIIRS,n,2.0NRT,294.23,2.04,N
17.06855,-95.41703,345.45,0.4,0.37,1/20/2023,1929,1,VIIRS,n,2.0NRT,289.95,5.58,D
20.17998,-103.47702,355.51,0.33,0.55,1/20/2023,1932,1,VIIRS,n,2.0NRT,308.68,8.75,D
18.19324,-95.99913,303.59,0.38,0.36,1/21/2023,800,1,VIIRS,n,2.0NRT,290.72,0.38,N
17.9268,-102.2009,303.7,0.44,0.46,1/21/2023,802,1,VIIRS,n,2.0NRT,292.28,1.76,N
17.1319,-98.32554,328.63,0.35,0.57,1/21/2023,1910,1,VIIRS,n,2.0NRT,292.02,1.11,D
17.00151,-100.14841,330.66,0.47,0.64,1/21/2023,1912,1,VIIRS,l,2.0NRT,301.76,4.39,D
17.34492,-101.0529,335.96,0.69,0.74,1/21/2023,2053,1,VIIRS,n,2.0NRT,297.61,10.53,D
22.11601,-102.08661,354.21,0.67,0.73,1/21/2023,2055,1,VIIRS,n,2.0NRT,302.48,13.12,D
22.26437,-97.80819,324.5,0.52,0.5,1/22/2023,739,1,VIIRS,n,2.0NRT,291.03,4.22,N
17.16783,-100.57255,301.97,0.34,0.56,1/22/2023,741,1,VIIRS,n,2.0NRT,290.13,0.47,N
17.93054,-102.2103,316.06,0.79,0.78,1/22/2023,921,1,VIIRS,n,2.0NRT,290.12,4.64,N
18.25106,-97.20634,341.58,0.58,0.7,1/22/2023,1851,1,VIIRS,n,2.0NRT,302.31,6.44,D
20.02794,-99.2713,334.74,0.72,0.76,1/22/2023,1853,1,VIIRS,n,2.0NRT,301,4.83,D
17.04679,-100.24251,339.68,0.37,0.58,1/22/2023,2031,1,VIIRS,n,2.0NRT,298.81,4.47,D
17.9276,-102.20305,332.06,0.57,0.52,1/22/2023,2033,1,VIIRS,l,2.0NRT,303.21,5.45,D
18.87209,-97.66177,298.03,0.48,0.65,1/23/2023,722,1,VIIRS,n,2.0NRT,282.26,1.04,N
18.00076,-100.48935,307.08,0.72,0.75,1/23/2023,724,1,VIIRS,n,2.0NRT,289.06,1.78,N
22.18769,-102.20512,296.21,0.32,0.54,1/23/2023,902,1,VIIRS,n,2.0NRT,280.82,1.17,N
17.92588,-102.20329,304.41,0.39,0.59,1/23/2023,904,1,VIIRS,n,2.0NRT,291.08,1.45,N
17.25216,-99.44405,331.42,0.41,0.45,1/23/2023,2014,1,VIIRS,n,2.0NRT,294.03,4.67,D
20.54613,-104.00195,335.37,0.41,0.37,1/23/2023,2016,1,VIIRS,n,2.0NRT,305.52,8.72,D
18.40915,-96.20829,310.36,0.46,0.63,1/24/2023,843,1,VIIRS,n,2.0NRT,288.36,5.3,N
17.9223,-102.19761,304.54,0.38,0.44,1/24/2023,845,1,VIIRS,n,2.0NRT,292.78,1.11,N
17.12352,-100.37258,334.1,0.38,0.36,1/24/2023,1955,1,VIIRS,n,2.0NRT,306.28,1.59,D
17.23909,-100.62994,306.11,0.42,0.37,1/25/2023,826,1,VIIRS,n,2.0NRT,290.89,0.65,N
17.03893,-96.63432,335.03,0.39,0.36,1/25/2023,1936,1,VIIRS,l,2.0NRT,306.05,2.78,D
19.00358,-102.71252,342.62,0.48,0.48,1/25/2023,1938,1,VIIRS,n,2.0NRT,307.84,6.34,D
19.61756,-98.97955,302.95,0.4,0.37,1/26/2023,805,1,VIIRS,n,2.0NRT,282.59,1.01,N
17.24189,-100.62717,303.6,0.44,0.38,1/26/2023,807,1,VIIRS,n,2.0NRT,291.45,0.99,N
18.71962,-99.22198,332.68,0.59,0.53,1/26/2023,1917,1,VIIRS,n,2.0NRT,301.39,3.49,D
18.05645,-101.25405,327.7,0.41,0.61,1/26/2023,1919,1,VIIRS,n,2.0NRT,292.13,3.14,D
18.86168,-103.82495,341.9,0.6,0.7,1/26/2023,2057,1,VIIRS,n,2.0NRT,296.89,3.44,D
17.1303,-97.91636,300.6,0.55,0.43,1/27/2023,748,1,VIIRS,n,2.0NRT,286.3,1.03,N
19.6757,-103.38172,299.13,0.77,0.77,1/27/2023,928,1,VIIRS,n,2.0NRT,281.75,1.3,N
18.12857,-100.42654,332.94,0.74,0.76,1/27/2023,1857,1,VIIRS,n,2.0NRT,299.85,6.27,D
19.17606,-99.57198,336.96,0.63,0.72,1/27/2023,1900,1,VIIRS,n,2.0NRT,299.61,6.21,D
17.01855,-99.77694,336.1,0.51,0.66,1/27/2023,2040,1,VIIRS,n,2.0NRT,300.82,4.22,D
19.99885,-99.21539,299.83,0.49,0.65,1/28/2023,728,1,VIIRS,n,2.0NRT,279.16,1.28,N
18.63728,-97.38023,295.6,0.36,0.57,1/28/2023,730,1,VIIRS,n,2.0NRT,279.28,0.45,N
22.18678,-102.20538,299.36,0.4,0.6,1/28/2023,909,1,VIIRS,n,2.0NRT,281.32,0.97,N
17.93317,-102.20636,314.72,0.49,0.65,1/28/2023,911,1,VIIRS,n,2.0NRT,292.13,1.61,N
18.17678,-95.66765,340.75,0.74,0.76,1/28/2023,1840,1,VIIRS,n,2.0NRT,288.36,7.91,D
22.9374,-97.81319,330.22,0.79,0.78,1/28/2023,1842,1,VIIRS,n,2.0NRT,288.66,6.32,D
17.0188,-100.23855,339.97,0.46,0.47,1/28/2023,2021,1,VIIRS,n,2.0NRT,301.08,7.23,D
19.91524,-102.55285,339.99,0.55,0.42,1/28/2023,2023,1,VIIRS,n,2.0NRT,294.67,7.88,D
18.41418,-96.21591,367,0.61,0.71,1/29/2023,709,1,VIIRS,h,2.0NRT,289.3,13.05,N
18.40989,-96.21307,367,0.58,0.69,1/29/2023,849,1,VIIRS,h,2.0NRT,289.93,6.88,N
17.22158,-100.6482,303.26,0.62,0.54,1/29/2023,852,1,VIIRS,n,2.0NRT,291.01,1.11,N
17.15075,-100.45781,337.53,0.4,0.37,1/29/2023,2001,1,VIIRS,n,2.0NRT,301.36,2.74,D
22.63591,-105.03632,333.02,0.41,0.37,1/29/2023,2004,1,VIIRS,n,2.0NRT,299.53,2.51,D
17.12762,-98.45065,303.07,0.43,0.46,1/30/2023,832,1,VIIRS,n,2.0NRT,288.63,0.93,N
17.09899,-100.33014,330.45,0.46,0.39,1/30/2023,1942,1,VIIRS,l,2.0NRT,301,4.63,D
18.65967,-99.19916,338.6,0.41,0.37,1/30/2023,1944,1,VIIRS,n,2.0NRT,307.41,2.51,D
17.92955,-102.21051,312.42,0.55,0.51,2/1/2023,754,1,VIIRS,n,2.0NRT,292.05,3.27,N
17.12245,-99.4984,343.62,0.54,0.67,2/1/2023,1904,1,VIIRS,n,2.0NRT,299.16,6.7,D
18.27791,-100.57428,355.85,0.6,0.7,2/1/2023,1906,1,VIIRS,n,2.0NRT,300.94,13.59,D
17.00164,-100.16817,346.47,0.61,0.71,2/1/2023,2046,1,VIIRS,n,2.0NRT,298.57,8.43,D
17.93292,-102.2086,322.35,0.57,0.69,2/2/2023,735,1,VIIRS,n,2.0NRT,292.86,3.59,N
18.63067,-98.79366,296.02,0.35,0.57,2/2/2023,737,1,VIIRS,n,2.0NRT,285.1,0.31,N
17.93425,-102.20753,317.86,0.62,0.71,2/2/2023,915,1,VIIRS,n,2.0NRT,292.39,2.92,N
18.52796,-96.56879,367,0.66,0.73,2/2/2023,1847,1,VIIRS,h,2.0NRT,291.84,18.1,D
17.05766,-100.29926,341.93,0.58,0.52,2/2/2023,2025,1,VIIRS,n,2.0NRT,305.89,7,D
18.93414,-103.88699,345.25,0.55,0.42,2/2/2023,2027,1,VIIRS,n,2.0NRT,312.82,9.46,D
18.54005,-98.66456,299.46,0.7,0.75,2/3/2023,716,1,VIIRS,n,2.0NRT,287.38,0.85,N
19.17304,-98.31985,304.26,0.52,0.67,2/3/2023,856,1,VIIRS,n,2.0NRT,280.85,2.86,N
17.24665,-100.62405,301.11,0.4,0.6,2/3/2023,858,1,VIIRS,n,2.0NRT,290.82,0.41,N
17.0045,-100.18777,334.82,0.46,0.39,2/3/2023,2008,1,VIIRS,n,2.0NRT,307.5,4.41,D
21.63613,-105.25922,336.94,0.39,0.36,2/3/2023,2010,1,VIIRS,n,2.0NRT,310.41,4.93,D
17.42385,-97.8559,301.38,0.59,0.52,2/4/2023,837,1,VIIRS,n,2.0NRT,280.47,1.43,N
17.0374,-96.61337,346.6,0.41,0.37,2/4/2023,1949,1,VIIRS,n,2.0NRT,311.14,9.3,D
17.83259,-98.41759,345.04,0.39,0.36,2/4/2023,1951,1,VIIRS,n,2.0NRT,306.57,7.56,D
21.987,-98.95919,304.64,0.39,0.36,2/5/2023,817,1,VIIRS,n,2.0NRT,286.82,0.89,N
17.22151,-100.64701,310.62,0.39,0.36,2/5/2023,820,1,VIIRS,n,2.0NRT,293.36,0.59,N
17.13696,-97.90697,336.08,0.5,0.41,2/5/2023,1929,1,VIIRS,n,2.0NRT,297.83,3.88,D
19.9866,-103.60222,337.6,0.34,0.56,2/5/2023,1932,1,VIIRS,n,2.0NRT,309.4,1.66,D
18.63811,-97.37375,295.23,0.4,0.37,2/6/2023,800,1,VIIRS,n,2.0NRT,278.5,0.51,N
17.06839,-98.36063,299.84,0.41,0.37,2/6/2023,802,1,VIIRS,n,2.0NRT,287.08,0.54,N
17.43764,-97.84779,334.88,0.32,0.55,2/6/2023,1910,1,VIIRS,n,2.0NRT,294.26,3.96,D
17.38665,-99.47072,329.89,0.42,0.61,2/6/2023,1912,1,VIIRS,n,2.0NRT,297.97,4.7,D
22.93292,-102.7182,332.66,0.52,0.67,2/6/2023,1914,1,VIIRS,n,2.0NRT,305.78,2.28,D
17.1924,-100.77648,332.71,0.71,0.75,2/6/2023,2053,1,VIIRS,n,2.0NRT,293.04,4.4,D
22.04491,-98.87249,305.57,0.61,0.54,2/7/2023,739,1,VIIRS,n,2.0NRT,289.99,2.17,N
17.07156,-100.45615,302.21,0.34,0.56,2/7/2023,741,1,VIIRS,n,2.0NRT,290.67,1.04,N
17.93062,-102.21027,305.36,0.78,0.78,2/7/2023,921,1,VIIRS,n,2.0NRT,290.27,2.9,N
17.90012,-96.01192,331.5,0.49,0.65,2/7/2023,1851,1,VIIRS,n,2.0NRT,296.84,2.99,D
20.49999,-97.59496,326.59,0.55,0.68,2/7/2023,1853,1,VIIRS,n,2.0NRT,294.68,1.7,D
17.22035,-100.75471,343.02,0.34,0.56,2/7/2023,2031,1,VIIRS,n,2.0NRT,296.92,8.38,D
17.951,-101.92838,340.04,0.59,0.53,2/7/2023,2033,1,VIIRS,n,2.0NRT,300.51,9.02,D
18.41443,-96.21366,307.36,0.38,0.59,2/8/2023,722,1,VIIRS,n,2.0NRT,289.82,1.12,N
17.45078,-97.85175,303.58,0.48,0.64,2/8/2023,724,1,VIIRS,n,2.0NRT,282.15,1.88,N
21.03051,-101.92882,297.88,0.35,0.57,2/8/2023,902,1,VIIRS,n,2.0NRT,279.81,0.57,N
17.44773,-97.85548,296,0.76,0.77,2/8/2023,904,1,VIIRS,n,2.0NRT,280.78,1.28,N
17.07357,-95.41461,340.09,0.38,0.58,2/8/2023,2014,1,VIIRS,n,2.0NRT,295.11,4.05,D
20.82383,-103.4368,351.41,0.43,0.38,2/8/2023,2016,1,VIIRS,n,2.0NRT,311.66,7.9,D
18.41116,-96.21879,347.17,0.78,0.78,2/9/2023,703,1,VIIRS,n,2.0NRT,286.06,10.74,N
17.44001,-98.35023,307.79,0.34,0.56,2/9/2023,843,1,VIIRS,n,2.0NRT,284.85,1.94,N
17.92192,-102.19693,304.15,0.38,0.43,2/9/2023,845,1,VIIRS,n,2.0NRT,293.23,1.81,N
17.00641,-100.06506,335.53,0.38,0.36,2/9/2023,1955,1,VIIRS,l,2.0NRT,305.95,3.28,D
17.15864,-100.07874,327.17,0.43,0.38,2/10/2023,826,1,VIIRS,n,2.0NRT,292.88,4.09,N
17.03568,-100.08952,341.65,0.55,0.42,2/10/2023,1936,1,VIIRS,n,2.0NRT,302.15,7.23,D
19.00754,-104.25848,339.3,0.61,0.53,2/10/2023,1938,1,VIIRS,n,2.0NRT,303.64,6.48,D
19.17147,-98.32198,296.4,0.39,0.36,2/11/2023,805,1,VIIRS,n,2.0NRT,279.09,1.27,N
17.11696,-98.32927,299.74,0.39,0.36,2/11/2023,807,1,VIIRS,n,2.0NRT,284.8,0.26,N
18.84052,-100.14478,338.71,0.34,0.56,2/11/2023,1917,1,VIIRS,n,2.0NRT,301.65,2.55,D
17.03192,-96.70883,331.48,0.44,0.46,2/11/2023,1919,1,VIIRS,l,2.0NRT,304.34,2.24,D
19.10887,-102.38364,332.39,0.74,0.76,2/11/2023,2057,1,VIIRS,n,2.0NRT,296.7,7.45,D
21.17334,-103.51526,344.51,0.66,0.73,2/11/2023,2059,1,VIIRS,n,2.0NRT,300.5,12.55,D
22.25858,-97.81178,300.15,0.42,0.45,2/12/2023,745,1,VIIRS,n,2.0NRT,285.68,2.15,N
17.93163,-102.20791,340.24,0.35,0.57,2/12/2023,748,1,VIIRS,n,2.0NRT,292.96,4.27,N
17.66498,-98.35203,336.51,0.56,0.69,2/12/2023,1857,1,VIIRS,n,2.0NRT,303.31,5.82,D
19.17173,-99.56573,338.61,0.63,0.72,2/12/2023,1900,1,VIIRS,n,2.0NRT,297.23,4.33,D
17.71005,-99.13227,330.84,0.57,0.69,2/12/2023,2040,1,VIIRS,n,2.0NRT,297.04,3.78,D
20.03401,-99.27424,323.67,0.5,0.66,2/13/2023,728,1,VIIRS,n,2.0NRT,281.05,2.91,N
17.34786,-96.53681,298.69,0.61,0.53,2/13/2023,730,1,VIIRS,n,2.0NRT,279.1,1.12,N
22.04453,-98.87223,307.47,0.65,0.73,2/13/2023,909,1,VIIRS,n,2.0NRT,284.06,2.27,N
17.61939,-101.0435,304.4,0.59,0.7,2/13/2023,911,1,VIIRS,n,2.0NRT,288.26,1.6,N
18.26849,-95.50861,336.82,0.72,0.76,2/13/2023,1840,1,VIIRS,n,2.0NRT,293.65,9.61,D
17.09726,-100.31232,342.92,0.45,0.47,2/13/2023,2021,1,VIIRS,n,2.0NRT,300.12,8.6,D
19.88225,-105.35827,332.12,0.41,0.37,2/13/2023,2023,1,VIIRS,n,2.0NRT,306.25,1.56,D
18.41031,-96.21935,307.79,0.62,0.71,2/14/2023,709,1,VIIRS,n,2.0NRT,288.23,1.7,N
18.80182,-99.17957,305.1,0.36,0.57,2/14/2023,849,1,VIIRS,n,2.0NRT,289.67,1.09,N
17.93337,-102.20773,318.8,0.48,0.48,2/14/2023,852,1,VIIRS,n,2.0NRT,295.56,1.65,N
17.00229,-95.64487,332.42,0.45,0.47,2/14/2023,2001,1,VIIRS,n,2.0NRT,302.19,1.9,D
17.08913,-95.48486,303.14,0.33,0.55,2/15/2023,832,1,VIIRS,n,2.0NRT,292.69,0.57,N
17.00982,-95.45462,331.7,0.4,0.37,2/15/2023,1942,1,VIIRS,n,2.0NRT,303.45,2.32,D
18.44025,-103.28083,340.28,0.43,0.46,2/15/2023,1944,1,VIIRS,n,2.0NRT,304.2,4.37,D
20.3863,-99.69093,320.83,0.39,0.36,2/16/2023,811,1,VIIRS,n,2.0NRT,286.83,2.07,N
17.34422,-101.05645,301.63,0.4,0.37,2/16/2023,813,1,VIIRS,n,2.0NRT,291.55,0.39,N
17.01228,-100.02993,339.94,0.57,0.52,2/16/2023,1923,1,VIIRS,n,2.0NRT,300.83,4.78,D
21.267,-102.12151,333.26,0.32,0.55,2/16/2023,1925,1,VIIRS,n,2.0NRT,301.78,2.1,D
17.92698,-102.2059,304.39,0.56,0.51,2/17/2023,754,1,VIIRS,n,2.0NRT,293.7,2.08,N
17.25948,-100.90054,335.41,0.66,0.73,2/17/2023,1904,1,VIIRS,n,2.0NRT,291.91,4.18,D
18.10525,-100.75696,331.2,0.62,0.71,2/17/2023,1906,1,VIIRS,l,2.0NRT,303.83,6.49,D
17.56277,-101.33103,338.59,0.52,0.67,2/17/2023,2046,1,VIIRS,n,2.0NRT,294.05,4.57,D
17.17912,-100.45711,304.36,0.43,0.62,2/18/2023,735,1,VIIRS,n,2.0NRT,290.3,0.95,N
18.31986,-100.01643,334.71,0.42,0.61,2/18/2023,737,1,VIIRS,n,2.0NRT,289.26,6.98,N
17.93185,-102.20502,306.35,0.62,0.71,2/18/2023,915,1,VIIRS,n,2.0NRT,289.25,1.72,N
19.01875,-96.6753,331.85,0.65,0.73,2/18/2023,1847,1,VIIRS,n,2.0NRT,280.7,6.35,D
17.10248,-100.30965,336.71,0.58,0.52,2/18/2023,2025,1,VIIRS,n,2.0NRT,305.86,7.47,D
18.99932,-103.97955,350.5,0.54,0.42,2/18/2023,2027,1,VIIRS,n,2.0NRT,309.55,7.56,D
17.27519,-99.55405,300.89,0.78,0.78,2/19/2023,716,1,VIIRS,n,2.0NRT,287.35,2.94,N
20.02912,-99.27307,309.67,0.43,0.62,2/19/2023,856,1,VIIRS,n,2.0NRT,277.65,1.14,N
17.22198,-100.64983,306.75,0.39,0.6,2/19/2023,858,1,VIIRS,n,2.0NRT,291.77,0.46,N
17.20082,-100.61874,350.15,0.44,0.38,2/19/2023,2008,1,VIIRS,n,2.0NRT,310.96,3.75,D
21.57492,-104.86571,338.16,0.39,0.36,2/19/2023,2010,1,VIIRS,n,2.0NRT,305.79,6.31,D
17.61512,-98.32932,298.45,0.54,0.51,2/20/2023,837,1,VIIRS,n,2.0NRT,286.98,0.58,N
17.03347,-99.44808,347.8,0.39,0.36,2/20/2023,1949,1,VIIRS,n,2.0NRT,308.99,3.72,D
17.62927,-101.04713,344.81,0.42,0.38,2/20/2023,1951,1,VIIRS,n,2.0NRT,304.22,14.88,D
22.26452,-97.80701,343.17,0.41,0.37,2/21/2023,817,1,VIIRS,n,2.0NRT,296.06,10.09,N
17.11462,-97.95041,295.92,0.46,0.39,2/21/2023,820,1,VIIRS,n,2.0NRT,263.45,0.62,N
17.04778,-96.13718,329.87,0.42,0.38,2/21/2023,1929,1,VIIRS,n,2.0NRT,301.79,2.07,D
19.81945,-103.94997,332.95,0.36,0.57,2/21/2023,1932,1,VIIRS,l,2.0NRT,307.62,2.18,D
20.01683,-105.24734,353.35,0.79,0.78,2/21/2023,2112,1,VIIRS,n,2.0NRT,301.3,12.23,D
18.41004,-96.21184,315.97,0.38,0.36,2/22/2023,800,1,VIIRS,n,2.0NRT,292.55,1.07,N
17.17125,-95.75443,304.95,0.39,0.36,2/22/2023,802,1,VIIRS,n,2.0NRT,281.85,0.89,N
17.04529,-95.3194,330.89,0.45,0.47,2/22/2023,1910,1,VIIRS,n,2.0NRT,289.02,2.88,D
17.26426,-100.81807,330.69,0.51,0.66,2/22/2023,1912,1,VIIRS,n,2.0NRT,300.33,5.05,D
22.54483,-102.46776,330.69,0.51,0.66,2/22/2023,1914,1,VIIRS,l,2.0NRT,301.97,5.4,D
17.99566,-102.01264,339.65,0.6,0.71,2/22/2023,2053,1,VIIRS,n,2.0NRT,299.86,3.9,D
22.25758,-102.27595,337.95,0.65,0.73,2/22/2023,2055,1,VIIRS,n,2.0NRT,304.08,6.8,D
22.07395,-98.38696,310.8,0.57,0.52,2/23/2023,739,1,VIIRS,n,2.0NRT,291.34,1.36,N
17.16852,-98.06596,300.44,0.47,0.48,2/23/2023,741,1,VIIRS,n,2.0NRT,286.55,1.43,N
17.92793,-102.20259,304.27,0.78,0.78,2/23/2023,921,1,VIIRS,n,2.0NRT,289.28,3.51,N
18.39499,-95.52523,334.25,0.45,0.63,2/23/2023,1851,1,VIIRS,n,2.0NRT,294.65,5.1,D
20.03144,-99.26979,345.4,0.72,0.76,2/23/2023,1853,1,VIIRS,n,2.0NRT,303.16,7.28,D
17.17169,-98.06186,330.11,0.52,0.67,2/23/2023,2031,1,VIIRS,n,2.0NRT,293.69,5.78,D
17.65954,-101.24594,349.45,0.32,0.55,2/23/2023,2033,1,VIIRS,n,2.0NRT,299.6,4.03,D
18.41379,-96.21275,305.47,0.38,0.59,2/24/2023,722,1,VIIRS,n,2.0NRT,292.91,2.74,N
17.05259,-95.51035,301.61,0.33,0.55,2/24/2023,724,1,VIIRS,n,2.0NRT,290.39,0.41,N
20.51467,-97.48106,301.62,0.68,0.74,2/24/2023,902,1,VIIRS,n,2.0NRT,291.6,0.59,N
17.17713,-98.08607,298.21,0.74,0.76,2/24/2023,904,1,VIIRS,n,2.0NRT,286.13,0.73,N
17.01164,-100.04427,342.47,0.57,0.43,2/24/2023,2014,1,VIIRS,n,2.0NRT,302.14,23.67,D
20.01603,-105.4697,337.09,0.38,0.36,2/24/2023,2016,1,VIIRS,n,2.0NRT,306.63,2.48,D
17.16576,-98.05708,352.1,0.42,0.38,2/25/2023,1955,1,VIIRS,n,2.0NRT,302.83,7.24,D
17.519,-98.60498,299.65,0.5,0.41,2/26/2023,826,1,VIIRS,n,2.0NRT,289.02,0.89,N
17.24355,-100.84337,334.57,0.4,0.44,2/26/2023,1936,1,VIIRS,n,2.0NRT,303.99,2.04,D
18.95078,-102.37879,338.35,0.46,0.47,2/26/2023,1938,1,VIIRS,n,2.0NRT,312.24,3.35,D
19.80654,-97.37097,297.78,0.38,0.36,2/27/2023,805,1,VIIRS,n,2.0NRT,284.69,0.72,N
17.92092,-102.19913,305.67,0.53,0.42,2/27/2023,807,1,VIIRS,n,2.0NRT,294.6,2.14,N
18.0916,-100.5136,356.33,0.37,0.58,2/27/2023,1917,1,VIIRS,n,2.0NRT,306.91,5.92,D
17.02695,-100.31555,349.91,0.38,0.58,2/27/2023,1919,1,VIIRS,n,2.0NRT,304.61,8.72,D
19.07671,-102.70573,344.53,0.71,0.75,2/27/2023,2057,1,VIIRS,n,2.0NRT,306.28,9.27,D
20.29814,-104.40913,343.02,0.57,0.69,2/27/2023,2059,1,VIIRS,n,2.0NRT,305.02,7.88,D
17.51964,-98.80072,296.28,0.42,0.45,2/28/2023,748,1,VIIRS,n,2.0NRT,285.67,0.44,N
19.67834,-103.38457,296.64,0.77,0.77,2/28/2023,928,1,VIIRS,n,2.0NRT,284.44,1.56,N
17.02457,-95.08613,348.86,0.35,0.57,2/28/2023,1857,1,VIIRS,n,2.0NRT,306.55,3.25,D
18.53024,-100.8973,348.14,0.78,0.78,2/28/2023,1900,1,VIIRS,n,2.0NRT,308.66,12,D
18.1539,-100.00033,334.27,0.51,0.66,2/28/2023,2040,1,VIIRS,l,2.0NRT,306.14,4.26,D
